internalTaxonId,scientificName,name,language,main
3833,Caprolagus hispidus,Borstenkaninchen,German,false
3833,Caprolagus hispidus,Conejo de Assam,Spanish; Castilian,false
3833,Caprolagus hispidus,Ha Ha Pahoo,Assamese,false
3833,Caprolagus hispidus,Kharayo,Nepali,false
3833,Caprolagus hispidus,Khargorkata,Assamese,false
3833,Caprolagus hispidus,Laghukarna Kharayo,Nepali,false
3833,Caprolagus hispidus,Lapin de l'Assam,French,false
3833,Caprolagus hispidus,Hispid Hare,English,true
11792,Lepus callotis,Snowsides,English,false
11792,Lepus callotis,Liebre Torda,Spanish; Castilian,false
11792,Lepus callotis,White-sided Jackrabbit,English,true
11793,Lepus hainanus,Chinese Pinyin,English,false
11793,Lepus hainanus,Hainan Tu,Chinese,false
11793,Lepus hainanus,Ye Tu,Chinese,false
11793,Lepus hainanus,Hainan Hare,English,true
15046,Ochotona koslowi,Keshi Shutu,Chinese,false
15046,Ochotona koslowi,Kozlov's Pika,English,true
15050,Ochotona iliensis,Yili Shutu,Chinese,false
15050,Ochotona iliensis,Ili Pika,English,true
16559,Pentalagus furnessi,Ryukyu Rabbit,English,false
16559,Pentalagus furnessi,Amaminokurousagi,Japanese,false
16559,Pentalagus furnessi,Amami Rabbit,English,true
19742,Romerolagus diazi,Conejo De Díaz,Spanish; Castilian,false
19742,Romerolagus diazi,Conejo De Los Volcanes,Spanish; Castilian,false
19742,Romerolagus diazi,Conejo Zacatuche,Spanish; Castilian,false
19742,Romerolagus diazi,Lapin De Diaz,French,false
19742,Romerolagus diazi,Lapin Des Volcans,French,false
19742,Romerolagus diazi,Teporingo,Spanish; Castilian,false
19742,Romerolagus diazi,Zacatuche,Spanish; Castilian,false
19742,Romerolagus diazi,Volcano Rabbit,English,true
21209,Sylvilagus dicei,Dice's Cottontail,English,true
21212,Sylvilagus transitionalis,Wood Rabbit,English,false
21212,Sylvilagus transitionalis,New England Cottontail,English,true
