internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
132523146,Hubbsina turneri,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Hubbsina,turneri,,,,,"(de Buen, 1940)","Fernando de Buén described<em>&#160;Hubbsina turneri</em> after specimens he collected in August 1940 in the Presa Cointzio, Río Grande de Morelia drainage. In 1983, Uyeno <em>et al</em>. published studies on the Karyotypes of Goodeids and A. Radda attached importance to these results, According to identical Karyotypes, he transfered 1984 this species into the genus <em>Girardinichthys</em>. Though phylogenetic results since the early 2000's (Doadrio and Domínguez, 2004) supported the individuality of the genus <em>Hubbsina</em>, Radda held onto his system, in 2004 raising the stock from the Lago Zacapú to species rank describing it as <em>Girardinichthys ireneae. </em>This stock is&#160;now regarded as subpopulation of <em>Hubbsina turneri</em>. According to its affiliation to three drainages, three subpopulations are distinguished: The Río Grande de Morelia subpopulation (type subpopulation), the Laguna Yuriría subpopulation and the Río Angulo subpopulation. The first two subpopulations are regarded Extinct. This species is here considered valid in the genus <em>Hubbsina </em>de Buen, 1940 following&#160;Ramírez-Herrejón&#160;<em>et al.</em> (2010). This differs from Eschmeyer <em>et al.</em> (2018) which consider it meanwhile valid in the genus&#160;<em>Girardinichthys </em>Bleeker, 1860."
10267,Hungerfordia pelewensis,ANIMALIA,MOLLUSCA,ARCHITAENIOGLOSSA,GASTROPODA,DIPLOMMATINIDAE,Hungerfordia,pelewensis,,,,,"Beddome, 1889",
10769,Ictalurus mexicanus,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ICTALURIDAE,Ictalurus,mexicanus,,,,,"(Meek, 1904)",
11058,Kubaryia pilikia,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,ASSIMINEIDAE,Kubaryia,pilikia,,,,,"Clench, 1948",
1117,Ameca splendens,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,GOODEIDAE,Ameca,splendens,,,,,"Gartner, 1981","The male Holotype of this species was collected together with the female Allotype and 198 Paratopotypes by Robert R. Miller and James T. Greenbank in March 1955 from the Río Teuchitlán, near the road between HW 70 and Etzatlán. Nine Paratypes were collected by Arthur A. Alcorn from a tributary to the Presa La Vega in February 1949 about 2km ESE of Teuchitlán and ten more by James A. Peters and William B. McIntosh in April of the same year from the Río Ameca about 12km E of the town of Ameca. In recent years (2006), the species has been additionally reported from the Balneario Almoloya, endorheic Laguna Magdalena basin, and the El Molino pond near Cuyacapán, endorheic Laguna de Sayula basin. Affiliated to three distinct drainages, three subpopulations can be inferred. The Río Ameca subpopulation (type subpopulation), the Laguna Magdalena subpopulation and the Laguna de Sayula subpopulation. The last one disappeared from the wild a few years after it had been discovered and is regarded Extinct."
11242,Lampsilis rafinesqueana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,rafinesqueana,,,,,"Frierson, 1927",
11249,Lampsilis abrupta,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lampsilis,abrupta,,,,,"(Say, 1831)",
11250,Hamiota altilis,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Hamiota,altilis,,,,,"(Conrad, 1834)",
11256,Obovaria haddletoni,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Obovaria,haddletoni,,,,,"(Athearn, 1964)","<span class=""copy"">This species is very similar in appearance to the sympatric <span class=""copy""><em>Villosa choctawensis </em>Athearn, 1964, so that the taxonomic status of this species requires verification (NatureServe 2010)<span class=""copy"">.</span>"
11479,Lemiox rimosus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Lemiox,rimosus,,,,,"(Rafinesque, 1831)",
11785,Leptoxis taeniata,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PLEUROCERIDAE,Leptoxis,taeniata,,,,,"(Conrad, 1834)",
11797,Lepus castroviejoi,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,castroviejoi,,,,,"Palacios, 1977","<span class=""datalabel1""><em>Lepus castroviejoi </em><span class=""datalabel1"">was described relatively recently, being separated from <em>L. granatensis</em>, a split supported by genetic evidence. While the range of <em>L. castroviejoi</em> partially overlaps that of <em>L. granatensis</em> and <em>L. europaeus</em> on the Iberian Peninsula, no hybridization has been detected with these forms. Recent studies have shown that instead, based on ecological, molecular and morphological characteristics, it is most closely related to <em>L. corsicanus</em>; some believe these two are conspecific (Alves <em>et al.</em> 2008, Acevedo <em>et al.</em> 2014, Ballesteros 2018). Additionally, two different occurrences of introgression of mtDNA from <em>L. timidus </em>into <em>L. castroviejoi</em> have been documented – indicating that these two forms have come into contact and hybridized two different times in the past, most recently during the last deglaciation (Melo-Ferreira <em>et al</em>. 2005, 2012; Ballesteros 2018). No subspecies or geographic variation in <em>L. castroviejoi</em> have been described (Flux and Angermann 1990, Hoffmann and Smith 2005, Ballesteros 2018).</span>"
11922,Pleuronaia dolabelloides,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Pleuronaia,dolabelloides,,,,,"(Lea, 1840)",
12137,Lithognathus lithognathus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,SPARIDAE,Lithognathus,lithognathus,,,,,"(Cuvier, 1829)",
12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,LUTJANIDAE,Lutjanus,cyanopterus,,,,,"(Cuvier, 1828)",
12695,Malaclemys terrapin,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,EMYDIDAE,Malaclemys,terrapin,,,,,"(Schoepff, 1793)","Seven subspecies are generally accepted (TTWG 2017): <br/> <em><br/></em><em>Malaclemys terrapin terrapin</em>&#160;(Schoepff, 1793) - Northern Diamondback Terrapin<em><br/>Malaclemys terrapin centrata</em> (Latreille in Sonnini and Latreille, 1801) - Carolina Diamondback Terrapin <br/><em>Malaclemys terrapin littoralis</em>&#160;Hay, 1905 - Texas Diamondback Terrapin<br/> <em>Malaclemys terrapin macrospilota</em>&#160;Hay, 1905 - Ornate Diamondback Terrapin <br/> <em>Malaclemys terrapin pileata</em> (Wied, 1865) - Mississippi Diamondback Terrapin<br/> <em>Malaclemys terrapin rhizophorarum</em> Fowler, 1906 - Mangrove Diamondback Terrapin<br/> <em>Malaclemys terrapin tequesta</em> Schwartz, 1955 - Eastern Florida Diamondback Terrapin<br/><br/>These subspecific designations of terrapins were based on morphological characteristics (Carr 1952). However, molecular studies indicate that the morphological subspecific designations do not match well with the range-wide genetic differentiation, suggesting fewer independent lineages. Lamb and Avise (1992) first suggested two subpopulations that diverged near Jacksonville, Florida. More recent work using microsatellites suggested that five genetically distinct terrapin management units exist throughout the range (Hart <em>et al</em>. 2014). One unfortunate consequence of the previous heavy trade and farming of terrapins was the transport of individuals among populations, and the genetic signature of those translocations can still be detected today (Hauswaldt and Glen 2005; Converse <em>et al</em>. 2017; Converse and Kuchta 2018). A more thorough range-wide molecular study using more populations and loci is sorely needed to resolve the phylogenetic relationships and update the taxonomy of <em>Malaclemys</em>."
12696,Malacochersus tornieri,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,TESTUDINIDAE,Malacochersus,tornieri,,,,,"(Siebenrock, 1903)","<p><span class=""s1"">Lindholm (1929) recognized <em>Testudo tornieri</em>&#160;Siebenrock, 1903 as the type of a new genus, for which he established the name <em>Malacochersus</em>. The genus is monotypic, with only one species currently<em> </em>recognized. Genetic studies have demonstrated that <em>Malacochersus</em> is most closely related to Asian <em>Indotestudo</em> and Eurasian <em>Testudo</em> (Le <em>et al</em>. 2006; Parham <em>et al</em>. 2006; Fritz and Bininda-Emonds 2007). Phylogeographic studies of the species have not yet been realized, but are clearly needed in view of its disjunct distribution. Vernacular names used for the species in East African Kiswahili are Kobe ya Mawe and Kobe kama Chapati.</p>"
12800,Margaritifera marrianae,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,marrianae,,,,,"Johnson, 1983",
12803,Margaritifera hembeli,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,MARGARITIFERIDAE,Margaritifera,hembeli,,,,,"Conrad, 1838",
12927,Medionidus parvulus,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,parvulus,,,,,"I. Lea, 1860",
12930,Medionidus walkeri,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Medionidus,walkeri,,,,,"(Wright, 1897)",
13013,Megupsilon aporus,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,CYPRINODONTIDAE,Megupsilon,aporus,,,,,"Miller &amp; Walters, 1972",
1301,Anhydrophryne rattrayi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PYXICEPHALIDAE,Anhydrophryne,rattrayi,,,,,"Hewitt, 1919",
13145,Menidia conchorum,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,ATHERINOPSIDAE,Menidia,conchorum,,,,,"Hildebrand &amp; Ginsburg, 1927",There is currently a publication in review on the species delineation of <em>Menidia conchorum</em> and Menidia peninsulae (S. O'Leary pers. comm. 2013).
13520,Mictocaris halope,ANIMALIA,ARTHROPODA,MICTACEA,MALACOSTRACA,MICTOCARIDIDAE,Mictocaris,halope,,,,,"Bowman &amp; Iliffe, 1985",
135798,Tsingymantis antitra,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MANTELLIDAE,Tsingymantis,antitra,,,,,"Glaw, Hoegg &amp; Vences, 2006",This is the only surviving species of an ancient lineage from the early evolutionary history of the endemic family Mantellidae. It is therefore evolutionarily distinct and should be a high priority for efforts preserving Malagasy amphibian biodiversity.
136036,Ctenophryne barbatula,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Ctenophryne,barbatula,,,,,"(Lehr &amp; Trueb, 2007)",
136055,Anodonthyla moramora,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,moramora,,,,,"Glaw &amp; Vences, 2005",
136129,Telmatobius punctatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,punctatus,,,,,"Vellard, 1955",<em>Telmatobius punctatus</em> was previously considered to be a subspecies of <em>Telmatobius brevirostris</em>; it was elevated to specific status by Lehr (2005) based on differences in morphological features and colour patterns.
78526171,Oreobates lehri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Oreobates,lehri,,,,,"(Padial, Chaparro &amp; De la Riva, 2007)","<p><em>Oreobates lehri </em>was initially ascribed to two distant populations, one in Cordillera Vilcabamba, which is now considered typical <em>O. lehri</em>, and one in the Andean hills of the Kosñipata Valley, to which is now assigned to&#160;<em>O. gemcare </em>(Padial <em>et al</em>. 2012).&#160;This is a restricted concept of <em>O. lehri </em>following the split of the broader concept into this and <em>O. gemcare&#160;</em>(Padial&#160;<em>et al</em>. 2012).</p>"
136168,Anodonthyla hutchisoni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Anodonthyla,hutchisoni,,,,,"Fenolio, Walvoord, Stout, Randrianirina &amp; Andreone, 2007",
136503,Plecotus sardus,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Plecotus,sardus,,,,,"Mucedda, Kiefer, Pidinchedda, &amp; Veith, 2002","Identified as a new species by genetic analyses, this species combines morphological features of both <i>P. austriacus</i> and <i>P. auritus</i>."
136769,Pipistrellus murrayi,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Pipistrellus,murrayi,,,,,"Andrews, 1900","<span lang=""EN-AU"">This taxon has in the past sometimes been included as a subspecies of <em>Pipistrellus tenuis</em> (Koopman 1973, 1993), but its status has been confirmed by genetic and morphological assessment, which revealed it was a full species endemic to Christmas Island (Helgen <em>et al.</em> 2009)."
136773,Uromys boeadii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Uromys,boeadii,,,,,"Groves &amp; Flannery, 1994",
137100,Cryptocanthon nebulinus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,nebulinus,,,,,"Howden, 1973","According to Cook (2002),&#160;<em>Cryptocanthon</em>&#160;is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
137111,Dichotomius schiffleri,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,schiffleri,,,,,"Vaz-de-Mello &amp; Louzada &amp; Gavino, 2001","The genus consists of approximately 160 valid species that are distributed throughout Americas. However, the greater diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <em>Dichotomius, Homocanthonides, Selenocopris</em> and <em>Luederwaldtinia</em>. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change."
137131,Canthon corpulentus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,corpulentus,,,,,"Harold, 1868","<p>A review of <em>Canthon lamproderes</em>&#160;by Fernando Vaz-de-Mello will soon be published which places some specimens previously identified as <em>Canthon lamproderes </em>within <em>Canthon corpulentus</em>&#160;- this has been taken into account in this assessment.</p><p><br/></p><p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America.&#160;The genus is taxonomically relatively well known.</p><p><br/></p><p><br/></p>"
137321,Pachysoma aesculapius,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,aesculapius,,,,,"(Olivier, 1789)","The genus&#160;<em><span class=""SpellE"">Pachysoma&#160;<span class=""SpellE"">Macleay</span> </em>1821 comprises thirteen flightless species with a  combined range extending along the dry to arid coastal region in the southwest  of Africa (<span class=""SpellE"">ScarabNet 2009)."
137422,Pachysoma endroedyi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,endroedyi,,,,,"(Harrison &amp; Scholtz &amp; Chown, 2003)","The genus <em><span class=""SpellE"">Pachysoma </em><span class=""SpellE"">Macleay</span> 1821  comprises thirteen flightless species with a combined range extending along the  dry to arid coastal region in the southwest of Africa (<span class=""SpellE"">ScarabNet 2009)."
137519,Platyonitis bicuariensis,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Platyonitis,bicuariensis,,,,,"Ferreira, 1976","This species is one of only three described for the genus <span class=""SpellE""><em>Platyonitis</em>, one  occurring in southwest Africa and the other two in northeast Africa."
137526,Aulacopris matthewsi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Aulacopris,matthewsi,,,,,"Storey, 1986","The endemic Australian genus <em>Aulacopris </em>White, 1859 comprises three species. <em>Aulacopris matthewsi </em>is the only flightless species of the genus known.<strong></strong>"
137584,Canthon quadripunctatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,quadripunctatus,,,,,"Redtenbacher, 1867","<p><em>Canthon </em>is a diverse and heterogeneous genus of dung beetles. Currently, the genus is composed of nine subgenera: <em>Boreocanthon</em>,<em> Canthon </em>s.str., <em>Francmonrosia</em>,<em> Glaphyrocanthon</em>,<em> Goniocanthon</em>,<em> Nesocanthon</em>, <em>Peltecanthon</em>,<em> Pseudepilissus</em>, and&#160;<em>Trichocanthon</em>. Of these, only <em>Boreocanthon </em>and <em>Nesocanthon </em>do not occur in South America. The genus is taxonomically relatively well known.</p>"
137639,Ontherus hadros,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ontherus,hadros,,,,,"Génier, 1996","<p>The genus <em>Ontherus</em> was revised by Génier (1996).<strong> </strong>Its consists approximately of 60 species that are distributed throughout continental tropical and subtropical Latin America. However, the greater diversity of the group occurs in southeastem Brazil and the Andes (Génier 1996). The species that compose the genus are divided into three subgenera: <span lang=""EN-US""><em>Caelontherus</em>, <em>Planontherus</em> and <em>Ontherus</em>.</p>"
137660,Ateuchus ambiguus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,ambiguus,,,,,"Martinez &amp; Martinez, 1990","<span class=""hps""><em>Ateuchus </em>is a diverse&#160;genus, with over 90 species, distributed from the&#160;<span class=""hpsalt-edited"">United States to Argentina and Lesser Antilles. <span class=""hps"">The diversity <span class=""hps"">of the group <span class=""hps"">is also accompanied <span class=""hps"">by various <span class=""hps"">taxonomic <span class=""hps"">and nomenclatural <span class=""hps"">problems. <span class=""hps"">In addition, the need for <span class=""hps"">taxonomic revisions <span class=""hps"">makes the <span class=""hps"">accuracy of identification <span class=""hps"">of most South American species <span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.<span class=""hps""><span class=""hpsalt-edited""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><span class=""hps""><br/><br/></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span>"
137779,Clypeodrepanus striatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Clypeodrepanus,striatus,,,,,"(Boucomont, 1921)","<p></p><p>  </p><p>This species has been recently transferred from&#160;<em>Drepanocerus</em> Kirby, 1828 to a newly described genus <em>Clypeodrepanus</em> Krikken, 2009. It is represented only in the Afrotropical region by three species that are currently considered valid.</p>  <p></p>"
137818,Endroedyolus paradoxus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Endroedyolus,paradoxus,,,,,"Scholtz &amp; Howden, 1987",The genus <em>Endroedyolus</em> Scholtz &amp; Howden 1987 comprises a single species with an extremely restricted distribution in eastern South Africa (ScarabNet 2009).
137878,Canthon zuninoi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthon,zuninoi,,,,,"Rivera-Cervantes &amp; Halffter, 1999","This <em>Glaphyrocanthon</em> belongs to the <em>viridis </em>group, very near to &#160;<em>C.</em> (<em>Gl</em>.) <em>meridionalis</em> . The overlap in the distribution of several subspecies was the criterion used by Rivera-Cervantes and Halffter (1999) to reclassify <em>C. zuninoi</em> as a new species."
137900,Pachysoma glentoni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pachysoma,glentoni,,,,,"(Harrison &amp; Scholtz &amp; Chown, 2003)","The genus <em><span class=""SpellE"">Pachysoma </em><span class=""SpellE"">Macleay</span> 1821 comprises thirteen flightless species with a  combined range extending along the dry to arid coastal region in the southwest  of Africa (<span class=""SpellE"">ScarabNet 2009). This species is extremely  closely related to <em><span class=""SpellE"">Pachysoma</span> <span class=""SpellE""><span class=""GramE"">hippocrates</span></em>  <span class=""SpellE"">Macleay</span>.  Morphologically, the two species are virtually indistinguishable except by  comparison of the <span class=""SpellE"">aedeagi."
137924,Onthophagus aureofuscus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,aureofuscus,,,,,"Bates, 1887",
137934,Canthonella gomezi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Canthonella,gomezi,,,,,"(Halffter &amp; Martinez, 1968)","<em>Canthonella</em> was described by Chapin in 1930. Halffter and Martínez (1977) synonymized <em>Ipselissus</em> under <em>Canthonella</em>. There are currently very few species described from South America, but there are likely to be many more to be described."
138026,Ateuchus squalidus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Ateuchus,squalidus,,,,,"(Fabricius, 1775)","<em>Ateuchus&#160;</em>is a diverse&#160;genus, with approximately 70 species, distributed from the&#160;<span class=""hpsalt-edited"">United States&#160;to Argentina and Lesser Antilles.&#160;<span class=""hps"">The diversity&#160;<span class=""hps"">of the group&#160;<span class=""hps"">is also accompanied&#160;<span class=""hps"">by various&#160;<span class=""hps"">taxonomic&#160;<span class=""hps"">and nomenclatural&#160;<span class=""hps"">problems.&#160;<span class=""hps"">In addition, the need for&#160;<span class=""hps"">taxonomic revisions&#160;<span class=""hps"">makes the&#160;<span class=""hps"">accuracy of identification&#160;<span class=""hps"">of most South American species&#160;<span class=""hps"">an extremely difficult task. The genus still presents a considerable number of species to describe.</span></span></span></span></span></span></span>"
138161,Cryptocanthon altus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,altus,,,,,"Howden, 1976","According to Cook (2002), <em>Cryptocanthon</em> is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
138178,Onoreidium howdeni,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onoreidium,howdeni,,,,,"(Ferreira &amp; Galileo, 1993)","The genus <em>Onoreidium </em>was described and positioned in the subtribe Scatimina (Coleoptera: Scarabaeinae: Ateuchini) by Vaz-de-Mello (2008).<strong> </strong>Its present four species that are distributed throughout Ecuador, northern Peru, and Panama, comprising the Arid Ecuador and Tumbes-Piura in the Northwerstern South American dominion, and Eastern Central America. The species that compose the genus were originally described in <em>Trichillum</em> or <em>Pedaridium</em>."
138179,Onthophagus undulans,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Onthophagus,undulans,,,,,"Bates, 1887","This species has two subspecies,&#160;<em>O. undulans undulans</em> and <em>O. undulans oaxacanus</em> (according to Zunino and Hallfter 1988)."
138354,Dichotomius eucranioides,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Dichotomius,eucranioides,,,,,"Pereira &amp; Andretta, 1955","The genus consists of approximately 160 valid species that are distributed throughout Americas. However, the greater diversity of <em>Dichotomius</em> occurs in Brazil. The species that compose the genus are divided into four subgenera: <em>Dichotomius</em>, <em>Homocanthonides</em>, <em>Selenocopris</em> and <em>Luederwaldtinia</em>. Currently, <em>Dichotomius</em> is being revised by F. Vaz-de-Mello. Thus, the number of valid species and the&#160;internal&#160;structure&#160;of the genus may change."
138359,Proagoderus uluguru,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Proagoderus,uluguru,,,,,"(Frey, 1975)","<p>The genus<em>&#160;<span class=""SpellE"">Proagoderus</em>&#160;van <span class=""SpellE"">Lansberge</span> 1883 shows a wide <span class=""SpellE"">biogeographical distribution across the <span class=""SpellE"">Afrotropical</span> and Oriental regions and is currently  represented by 107 species in the <span class=""SpellE"">Afrotropical region.  These are divided into nine species groups (<span class=""SpellE"">Palestrini</span>  1992).</p>"
138372,Pedaridium hirsutum,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Pedaridium,hirsutum,,,,,"(Harold, 1859)","According to Vaz-de-Mello (2008), the genus <em>Pedaridium</em> is monotypic. However, it contains at least one undescribed species currently under study, in addition to the type species. It is present only in the Eastern Parana subregion, in the Parana Forest and <em>Araucaria angustifolia</em> Forest provinces.</span>"
138528,Cryptocanthon punctatus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Cryptocanthon,punctatus,,,,,"Cook, 2002","According to Cook (2002),&#160;<em>Cryptocanthon</em>&#160;is a genus with wide occurrence in the New World tropics. They inhabit the litter of wet forests, both lowland rain forests and higher elevation montane and cloud forests, and occur from Brazil to Mexico.&#160;Some species are flightless."
14505,Neochanna burrowsius,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,burrowsius,,,,,"(Phillipps, 1926)",
14506,Neochanna diversus,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,diversus,,,,,"Stokell, 1949",
14507,Neochanna apoda,ANIMALIA,CHORDATA,OSMERIFORMES,ACTINOPTERYGII,GALAXIIDAE,Neochanna,apoda,,,,,"Günther, 1867",
14556,Neoplanorbis tantillus,ANIMALIA,MOLLUSCA,HYGROPHILA,GASTROPODA,PLANORBIDAE,Neoplanorbis,tantillus,,,,,"Pilsbry, 1906",
14880,Notropis aguirrepequenoi,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Notropis,aguirrepequenoi,,,,,"Contreras-Balderas &amp; Rivera-Teillery, 1973",
14881,Notropis amecae,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Notropis,amecae,,,,,"Chernoff &amp; Miller, 1986",
14882,Notropis aulidion,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Notropis,aulidion,,,,,"Chernoff &amp; Miller, 1986",
14894,Notropis saladonis,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,CYPRINIDAE,Notropis,saladonis,,,,,"Hubbs &amp; Hubbs, 1958",
14922,Nyctalus azoreum,ANIMALIA,CHORDATA,CHIROPTERA,MAMMALIA,VESPERTILIONIDAE,Nyctalus,azoreum,,,,,"(Thomas, 1901)","There is marked genetic differentiation between populations on central and eastern islands in the archipelago, indicating that they have evolved in relative isolation for a long time (Salgueiro <i>et al.</i> 2004)."
15021,Obovaria jacksoniana,ANIMALIA,MOLLUSCA,UNIONOIDA,BIVALVIA,UNIONIDAE,Obovaria,jacksoniana,,,,,"(Frerson, 1912)",
15185,Ogmodon vitianus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ELAPIDAE,Ogmodon,vitianus,,,,,"W. Peters, 1864",
15387,Ophisternon infernale,ANIMALIA,CHORDATA,SYNBRANCHIFORMES,ACTINOPTERYGII,SYNBRANCHIDAE,Ophisternon,infernale,,,,,"(Hubbs, 1938)",
155018,Sciades parkeri,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,ARIIDAE,Sciades,parkeri,,,,,"(Traill, 1832)","Marceniuk (2005) placed this species in <em>Aspistor</em>, but it is now generally agreed that the appropriate name is <em>Sciades parkeri</em>. A revised (unified) nomenclature for Ariidae is currently underway (R. Betancur pers. comm. 2014)."
15511,Ornithoptera aesacus,ANIMALIA,ARTHROPODA,LEPIDOPTERA,INSECTA,PAPILIONIDAE,Ornithoptera,aesacus,,,,,"Ney, 1903","Note, for the birdwing butterflies, genera <i>Ornithoptera</i>, <i>Trogonoptera</i> and <i>Troides</i>, specific and subspecific status follows D'Abrera. Subsequent revisions have been referenced but only totally new taxa have been added. Subspecies are listed where possible as they may occasionally be listed as full species."
15602,Euryoryzomys lamia,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Euryoryzomys,lamia,,,,,"(Thomas, 1901)",
